"Year","State","Variable","Sex","Occupation","Estimate"
"2015","Louisiana","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",26789
"2015","Louisiana","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",1613
"2015","Louisiana","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",18410
"2015","Louisiana","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",6766
"2015","Louisiana","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",7409
"2015","Louisiana","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",3752
"2015","Louisiana","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",772
"2015","Louisiana","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",2885
"2015","Maine","B24020_019","Male","Computer, engineering, and science occupations:",17395
"2015","Maine","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",7498
"2015","Maine","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",7380
"2015","Maine","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",573
"2015","Maine","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",2669
"2015","Maine","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",1091
"2015","Maine","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",3047
"2015","Maine","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",118
"2015","Maine","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",7866
"2015","Maine","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",256
"2015","Maine","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",4885
"2015","Maine","B24020_030","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Drafters, engineering, and mapping technicians",2725
"2015","Maine","B24020_031","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:",2031
"2015","Maine","B24020_032","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life and physical scientists",907
"2015","Maine","B24020_033","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Social scientists and related workers",367
"2015","Maine","B24020_034","Male","Computer, engineering, and science occupations:!!Life, physical, and social science occupations:!!Life, physical, and social science technicians",757
"2015","Maryland","B24020_019","Male","Computer, engineering, and science occupations:",162339
"2015","Maryland","B24020_020","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:",89743
"2015","Maryland","B24020_021","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:",81529
"2015","Maryland","B24020_022","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Computer and information research scientists and analysts, and information security analysts",13064
"2015","Maryland","B24020_023","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Software developers and programmers",33810
"2015","Maryland","B24020_024","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Database and systems administrators and network architects",11447
"2015","Maryland","B24020_025","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Computer occupations:!!Miscellaneous computer occupations, including computer support specialists",23208
"2015","Maryland","B24020_026","Male","Computer, engineering, and science occupations:!!Computer and mathematical occupations:!!Mathematical science occupations",8214
"2015","Maryland","B24020_027","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:",48785
"2015","Maryland","B24020_028","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Architects, surveyors, and cartographers",4254
"2015","Maryland","B24020_029","Male","Computer, engineering, and science occupations:!!Architecture and engineering occupations:!!Engineers",37129
